iter	MultiClass
280	0.6938525406
281	0.6928504744
282	0.6919216819
283	0.6904911261
284	0.6892013457
285	0.6879657347
286	0.6872500094
287	0.6860133433
288	0.6854183329
289	0.6847939973
290	0.6837161967
291	0.6817752044
292	0.6812904348
293	0.6804781869
294	0.679849567
295	0.679250642
296	0.6786949019
297	0.677766647
298	0.6772977139
299	0.6764020327
300	0.6749607402
301	0.6740018585
302	0.6731920955
303	0.6721585438
304	0.6712552285
305	0.6701034566
306	0.6692522079
307	0.6686622829
308	0.6676421867
309	0.6664289391
310	0.6648205647
311	0.6638519292
312	0.6625490239
313	0.662140441
314	0.6612754225
315	0.6603103664
316	0.6593723806
317	0.658034442
318	0.6565783571
319	0.6556876348
320	0.6551510241
321	0.6541876082
322	0.6534875928
323	0.6527565149
324	0.6519836085
325	0.6510809198
326	0.6503409761
327	0.6493543897
328	0.6487594727
329	0.6477842143
330	0.6463945979
331	0.6456837883
332	0.6444983962
333	0.6435789747
334	0.6422884418
335	0.6417871939
336	0.6407583634
337	0.6397743482
338	0.6390389102
339	0.6383795584
340	0.6376955028
341	0.6367951239
342	0.6357754124
343	0.6347470809
344	0.6337525552
345	0.6332049426
346	0.6321317903
347	0.6310703954
348	0.6303225496
349	0.6293564463
350	0.6285420698
351	0.6277743541
352	0.6262701891
353	0.6252797412
354	0.6243194404
355	0.6233071703
356	0.6225794288
357	0.6218614576
358	0.6211153334
359	0.6205980403
360	0.6199829942
361	0.6194677237
362	0.6186918673
363	0.6181037324
364	0.6174663458
365	0.616641778
366	0.6157807967
367	0.6145586606
368	0.6140756708
369	0.6133999394
370	0.6125474711
371	0.611989171
372	0.6109811297
373	0.6099234526
374	0.6088156882
375	0.6085257748
376	0.608174501
377	0.6076453926
378	0.606646665
379	0.605570065
380	0.6050696939
381	0.6042836548
382	0.6032491049
383	0.6018865836
384	0.600992023
385	0.600493742
386	0.5998288741
387	0.5992832914
388	0.5987505729
389	0.5976361562
390	0.5966686108
391	0.5963096853
392	0.5955776008
393	0.5945509289
394	0.5938308247
395	0.5931502944
396	0.5924142744
397	0.5911092987
398	0.5897463313
399	0.5891730571
400	0.5886905521
401	0.5883242895
402	0.5877935675
403	0.5870110752
404	0.5857481994
405	0.5852513717
406	0.5843636573
407	0.5837117782
408	0.582577467
409	0.5821448987
410	0.5815311168
411	0.58046575
412	0.5797977199
413	0.5790185314
414	0.5781460893
415	0.5769257345
416	0.5760509584
417	0.5754933917
418	0.5750561267
419	0.5741182973
420	0.5733467003
421	0.5726893588
422	0.5719419963
423	0.5715425146
424	0.5705741968
425	0.5700964974
426	0.5694749621
427	0.5691604391
428	0.5682246858
429	0.5678239719
430	0.5670959215
431	0.5662861559
432	0.5657473481
433	0.5653037353
434	0.5649170458
435	0.5643134022
436	0.5637860789
437	0.5628763833
438	0.5619980515
439	0.5614058539
440	0.5609038594
441	0.5604101129
442	0.5593635037
443	0.5586589448
444	0.5584092319
445	0.5574931159
446	0.5565555361
447	0.5562794134
448	0.5556074385
449	0.5545622519
450	0.553786477
451	0.5529657315
452	0.5525770163
453	0.551460398
454	0.5509165853
455	0.5500060462
456	0.5494889018
457	0.548761882
458	0.548232719
459	0.5477619342
460	0.547285738
461	0.546406036
462	0.5460049181
463	0.5449635841
464	0.5444764388
465	0.5441565299
466	0.5433964543
467	0.5424710476
468	0.5419803865
469	0.5413727961
470	0.54096704
471	0.5402645958
472	0.5397493566
473	0.5387494509
474	0.5379864308
475	0.5373093965
476	0.5370588018
477	0.5365933303
478	0.5357969326
479	0.5350168899
480	0.5341170202
481	0.5334049023
482	0.5328658617
483	0.5320778035
484	0.531554365
485	0.5305817519
486	0.5303122782
487	0.5298960052
488	0.5294080634
489	0.5287880988
490	0.528096352
491	0.5270617398
492	0.5258709762
493	0.5250706718
494	0.5247609787
495	0.5239545405
496	0.5234446194
497	0.5229837646
498	0.5225021266
499	0.5221753887
500	0.5215344627
501	0.5210006254
502	0.5202909734
503	0.5192916279
504	0.5185566188
505	0.5180395566
506	0.5176034823
507	0.5171135393
508	0.5163296821
509	0.5159245291
510	0.5153837984
511	0.5147681783
512	0.5137831818
513	0.5130079409
514	0.5124159125
515	0.5120377685
516	0.5115183081
517	0.5110769901
518	0.5101953831
519	0.5096136496
520	0.5093471814
521	0.5088140534
522	0.508470025
523	0.5078330918
524	0.5070674544
525	0.5066463282
526	0.505860808
527	0.5052549511
528	0.5046866549
529	0.5040435553
530	0.5032724882
531	0.5022631376
532	0.5016964342
533	0.5009388763
534	0.5006076136
535	0.5000588852
536	0.4996032716
537	0.4991167165
538	0.498601337
539	0.4980944095
540	0.4971949237
541	0.4964330055
542	0.4956636729
543	0.4954775842
544	0.4945559612
545	0.4939125103
546	0.4934303779
547	0.4927953812
548	0.4921966462
549	0.4917274216
550	0.4909362866
551	0.489989588
552	0.4894566
553	0.4890033591
554	0.4885144817
555	0.4881968598
556	0.4877237055
557	0.4872626352
558	0.4870329055
559	0.4867920891
560	0.4857027585
561	0.4849553597
562	0.4845284423
563	0.4838765011
564	0.4832077892
565	0.4824164056
566	0.4818114126
567	0.4809227754
568	0.4804325642
569	0.4793981041
570	0.4789057408
571	0.478308601
572	0.4777845556
573	0.4770171915
574	0.4764842674
575	0.4760168277
576	0.4758202597
577	0.4754204362
578	0.4749955692
579	0.4744491117
580	0.4737953985
581	0.4728849678
582	0.4723553997
583	0.4713347893
584	0.4706777768
585	0.4701539688
586	0.469391924
587	0.4686276029
588	0.4680794489
589	0.4677133958
590	0.467300912
591	0.4670474019
592	0.466519782
593	0.4661329371
594	0.4655715781
595	0.4651651375
596	0.464784903
597	0.4643097655
598	0.4633492948
599	0.4625154628
600	0.4619930553
601	0.461571708
602	0.4606517691
603	0.4605868838
604	0.4602856594
605	0.4597631937
606	0.4593871338
607	0.4591012073
608	0.4587987621
609	0.4583738774
610	0.457603308
611	0.457313735
612	0.4568120973
613	0.4563400751
614	0.4559408498
615	0.4556694136
616	0.4550413785
617	0.4545292656
618	0.4540110088
619	0.4534940877
620	0.4524520725
621	0.4517995765
622	0.4513015185
623	0.4510151725
624	0.4504645607
625	0.4502135001
626	0.4499325191
627	0.4494019682
628	0.4488677961
629	0.4486639226
630	0.4483574345
631	0.4475980291
632	0.4474571174
633	0.4472220362
634	0.4466415693
635	0.4460483092
636	0.4456015366
637	0.4449332564
638	0.4443529812
639	0.4438852658
640	0.4437007976
641	0.4432063927
642	0.442796095
643	0.4424192838
644	0.4418560296
645	0.4413551485
646	0.4408396832
647	0.4406068303
648	0.4398055485
649	0.4391952588
650	0.4388708862
651	0.4383204198
652	0.4379901011
653	0.4376801335
654	0.4370082756
655	0.4363837245
656	0.435731478
657	0.4350964798
658	0.4344608824
659	0.4340176563
660	0.4332189659
661	0.4330289285
662	0.4323314761
663	0.431882152
664	0.4315804252
665	0.4312418133
666	0.4307060063
667	0.4304436898
668	0.4298752904
669	0.429339136
670	0.4288048293
671	0.4284452394
672	0.4277662138
673	0.4272874437
674	0.4266342803
675	0.4261489671
676	0.425838897
677	0.4253448641
678	0.4250561245
679	0.4246880396
680	0.4243137607
681	0.4237464424
682	0.4234432679
683	0.4228717123
684	0.4224261222
685	0.4217665479
686	0.4213857259
687	0.4205612685
688	0.4199774604
689	0.4195201461
690	0.419070793
691	0.4185113701
692	0.4180894085
693	0.4174503924
694	0.4168683339
695	0.4162936988
696	0.4156447548
697	0.4153916428
698	0.4149969085
699	0.4143748933
700	0.4137946859
701	0.4132725231
702	0.4128629587
703	0.412676373
704	0.4120393518
705	0.4114731871
706	0.4107554053
707	0.4101604584
708	0.4099293092
709	0.4096007339
710	0.4092537054
711	0.4088936993
712	0.4086387007
713	0.4081796109
714	0.4078779452
715	0.4071281113
716	0.4067940283
717	0.4062145634
718	0.4057047926
719	0.4053767009
720	0.4045900028
721	0.4040445418
722	0.4034661522
723	0.4032678854
724	0.4029927845
725	0.4023282613
726	0.4018851302
727	0.4012843559
728	0.4008283437
729	0.3999429902
730	0.3994135401
731	0.3989514676
732	0.3984847287
733	0.3980872943
734	0.3977015431
735	0.3973517596
736	0.3970953601
737	0.3966204412
738	0.3961400429
739	0.3957225468
740	0.3954300534
741	0.394826552
742	0.3942312729
743	0.3937427388
744	0.3932115249
745	0.3931364865
746	0.392769399
747	0.3922091101
748	0.3918034081
749	0.3916290312
750	0.3911857422
751	0.3908711791
752	0.3904887955
753	0.3897299404
754	0.3889324094
755	0.3885413641
756	0.3882566382
757	0.3879716486
758	0.3873401263
759	0.3868522107
760	0.3864765547
761	0.3860254665
762	0.3855756093
763	0.3851811593
764	0.3843699998
765	0.3837825118
766	0.3831422561
767	0.3827567193
768	0.3825182737
769	0.3821188651
770	0.3815825371
771	0.3811001866
772	0.380803975
773	0.380481112
774	0.3801400694
775	0.3798894508
776	0.3794878001
777	0.3789361501
778	0.3784921863
779	0.3776938847
780	0.3774651807
781	0.3772302639
782	0.3770043523
783	0.3767022139
784	0.3762155242
785	0.3756691914
786	0.3749789304
787	0.3745872232
788	0.3741128828
789	0.373682807
790	0.3733143035
791	0.3730527888
792	0.3724868544
793	0.3723531574
794	0.3721788544
795	0.3717746428
796	0.3712674415
797	0.3711603359
798	0.3707710618
799	0.3703785208
800	0.3698344469
801	0.3695724471
802	0.3690617968
803	0.3686540569
804	0.3682491531
805	0.3679899153
806	0.3676460113
807	0.3672736055
808	0.3669259049
809	0.3665973659
810	0.3663116686
811	0.3658700438
812	0.3655544203
813	0.3650461479
814	0.3645124642
815	0.3640053842
816	0.3637732894
817	0.3633242226
818	0.3630002609
819	0.3627732975
820	0.3626167249
821	0.3623821759
822	0.3620703876
823	0.3617806281
824	0.3614216138
825	0.3607884607
826	0.3605377627
827	0.3601474909
828	0.3597621535
829	0.3595184698
830	0.3591671585
831	0.3589338322
832	0.3586656834
833	0.3583933208
834	0.3577761646
835	0.3573542271
836	0.3569584788
837	0.3566472729
838	0.3560973015
839	0.3558670352
840	0.3555754502
841	0.3554512089
842	0.3553596512
843	0.3551465275
844	0.3548148003
845	0.3545841605
846	0.354236098
847	0.353808815
848	0.3532857317
849	0.3529438232
850	0.3527268917
851	0.352262858
852	0.3518962331
853	0.3514474332
854	0.3512797557
855	0.3509183622
856	0.3506530114
857	0.350418787
858	0.3503690015
859	0.3500556727
860	0.3496818494
861	0.3493875794
862	0.349108288
863	0.3486996304
864	0.3483079664
865	0.3478865919
866	0.3471348289
867	0.3470669439
868	0.3468137649
869	0.3464945419
870	0.3460225694
871	0.3458001251
872	0.3451608398
873	0.344916063
874	0.3445647516
875	0.3440150557
876	0.3437705639
877	0.3436086097
878	0.3432970764
879	0.3429408178
880	0.34240926
881	0.3419883526
882	0.3415326727
883	0.3410746543
884	0.3408128948
885	0.3406234608
886	0.3402835676
887	0.3400756943
888	0.3397124188
889	0.3394987792
890	0.3392939662
891	0.3387788404
892	0.3382596362
893	0.3377825062
894	0.3373913185
895	0.3370809784
896	0.3368459758
897	0.336529635
898	0.3362226191
899	0.3358466072
900	0.3351286327
901	0.3347922695
902	0.3342093755
903	0.3338411421
904	0.3336712059
905	0.33344536
906	0.3330715202
907	0.3326403662
908	0.3323924473
909	0.3321947432
910	0.3318182375
911	0.3316093742
912	0.3313675641
913	0.3312056732
914	0.3310777344
915	0.3305710813
916	0.3300995264
917	0.3297821043
918	0.3294994926
919	0.3291689871
920	0.3286247033
921	0.3282864099
922	0.3280404135
923	0.3277069654
924	0.3274135196
925	0.327192352
926	0.3269481773
927	0.3266320232
928	0.3264304467
929	0.3259117
930	0.3256048147
931	0.3254390325
932	0.3249870931
933	0.3248055219
934	0.3245395655
935	0.3241161264
936	0.3239990953
937	0.3235921709
938	0.3233868849
939	0.3232408608
940	0.3228367503
941	0.322367063
942	0.3220329376
943	0.3216744439
944	0.3214445564
945	0.3210149394
946	0.3207777069
947	0.3206359645
948	0.3202086773
949	0.3199198445
950	0.31964853
951	0.319428805
952	0.3191350428
953	0.318879803
954	0.3186224673
955	0.3182436392
956	0.3179305905
957	0.3175317893
958	0.3172987157
959	0.3168906989
960	0.3166818464
961	0.3163913588
962	0.3160619814
963	0.315560932
964	0.3152217576
965	0.3148537779
966	0.314365975
967	0.3139817361
968	0.3135647031
969	0.3131560817
970	0.3127209519
971	0.3121633731
972	0.3118617228
973	0.3115244744
974	0.3112085639
975	0.3108486262
976	0.3104115792
977	0.310069785
978	0.3098887998
979	0.3096290894
980	0.3094633049
981	0.309210035
982	0.3087862968
983	0.3084488934
984	0.308274236
985	0.3078904939
986	0.3075215917
987	0.3071605176
988	0.3068512246
989	0.3065696423
990	0.3061406981
991	0.3059010808
992	0.3057075952
993	0.3053707513
994	0.3051167282
995	0.3048369643
996	0.3046291533
997	0.3043559679
998	0.3038406826
999	0.3036077437
