gender,age,marstatus,children,age
Мужской,36,Гражданский брак/женат/замужем,Нет,40
Мужской,36,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,36,Разведен,Да,23
Мужской,36,Разведен,Нет,6
Мужской,36,Холост,Да,8
Мужской,36,Холост,Нет,43
Мужской,36,Холост,Пропуск поля,3
Мужской,37,Вдова/вдовец,Да,1
Мужской,37,Вдова/вдовец,Нет,1
Мужской,37,Гражданский брак/женат/замужем,Да,134
Мужской,37,Гражданский брак/женат/замужем,Нет,56
Мужской,37,Гражданский брак/женат/замужем,Пропуск поля,1
Мужской,37,Разведен,Да,17
Мужской,37,Разведен,Нет,9
Мужской,37,Холост,Да,14
Мужской,37,Холост,Нет,43
Мужской,37,Холост,Пропуск поля,1
Мужской,38,Гражданский брак/женат/замужем,Да,130
Мужской,38,Гражданский брак/женат/замужем,Нет,40
Мужской,38,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,38,Разведен,Да,21
Мужской,38,Разведен,Нет,14
Мужской,38,Холост,Да,17
Мужской,38,Холост,Нет,39
Мужской,39,Вдова/вдовец,Да,3
Мужской,39,Вдова/вдовец,Нет,1
Мужской,39,Гражданский брак/женат/замужем,Да,124
Мужской,39,Гражданский брак/женат/замужем,Нет,40
Мужской,39,Гражданский брак/женат/замужем,Пропуск поля,1
Мужской,39,Разведен,Да,35
Мужской,39,Разведен,Нет,10
Мужской,39,Разведен,Пропуск поля,1
Мужской,39,Холост,Да,9
Мужской,39,Холост,Нет,37
Мужской,39,Холост,Пропуск поля,1
Мужской,40,Вдова/вдовец,Да,2
Мужской,40,Гражданский брак/женат/замужем,Да,96
Мужской,40,Гражданский брак/женат/замужем,Нет,43
Мужской,40,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,40,Разведен,Да,7
Мужской,40,Разведен,Нет,12
Мужской,40,Холост,Да,6
Мужской,40,Холост,Нет,39
Мужской,41,Вдова/вдовец,Да,1
Мужской,41,Гражданский брак/женат/замужем,Да,72
Мужской,41,Гражданский брак/женат/замужем,Нет,39
Мужской,41,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,41,Разведен,Да,10
Мужской,41,Разведен,Нет,16
Мужской,41,Холост,Да,4
Мужской,41,Холост,Нет,30
Мужской,42,Вдова/вдовец,Да,1
Мужской,42,Гражданский брак/женат/замужем,Да,72
Мужской,42,Гражданский брак/женат/замужем,Нет,44
Мужской,42,Гражданский брак/женат/замужем,Пропуск поля,1
Мужской,42,Разведен,Да,11
Мужской,42,Разведен,Нет,10
Мужской,42,Холост,Да,6
Мужской,42,Холост,Нет,20
Мужской,43,Вдова/вдовец,Да,1
Мужской,43,Гражданский брак/женат/замужем,Да,74
Мужской,43,Гражданский брак/женат/замужем,Нет,46
Мужской,43,Гражданский брак/женат/замужем,Пропуск поля,1
Мужской,43,Разведен,Да,11
Мужской,43,Разведен,Нет,13
Мужской,43,Холост,Да,4
Мужской,43,Холост,Нет,25
Мужской,43,Холост,Пропуск поля,1
Мужской,44,Вдова/вдовец,Да,1
Мужской,44,Гражданский брак/женат/замужем,Да,55
Мужской,44,Гражданский брак/женат/замужем,Нет,58
Мужской,44,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,44,Разведен,Да,7
Мужской,44,Разведен,Нет,11
Мужской,44,Разведен,Пропуск поля,1
Мужской,44,Холост,Да,5
Мужской,44,Холост,Нет,21
Мужской,44,Холост,Пропуск поля,2
Мужской,45,Вдова/вдовец,Да,2
Мужской,45,Вдова/вдовец,Нет,1
Мужской,45,Гражданский брак/женат/замужем,Да,37
Мужской,45,Гражданский брак/женат/замужем,Нет,41
Мужской,45,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,45,Разведен,Да,4
Мужской,45,Разведен,Нет,13
Мужской,45,Разведен,Пропуск поля,1
Мужской,45,Холост,Да,1
Мужской,45,Холост,Нет,18
Мужской,46,Вдова/вдовец,Да,1
Мужской,46,Вдова/вдовец,Нет,1
Мужской,46,Гражданский брак/женат/замужем,Да,29
Мужской,46,Гражданский брак/женат/замужем,Нет,43
Мужской,46,Гражданский брак/женат/замужем,Пропуск поля,4
Мужской,46,Разведен,Да,2
Мужской,46,Разведен,Нет,12
Мужской,46,Холост,Нет,16
Мужской,46,Холост,Пропуск поля,1
Мужской,47,Вдова/вдовец,Да,1
Мужской,47,Вдова/вдовец,Нет,1
Мужской,47,Гражданский брак/женат/замужем,Да,36
Мужской,47,Гражданский брак/женат/замужем,Нет,58
Мужской,47,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,47,Разведен,Да,1
Мужской,47,Разведен,Нет,3
Мужской,47,Холост,Нет,17
Мужской,47,Холост,Пропуск поля,1
Мужской,48,Вдова/вдовец,Да,1
Мужской,48,Гражданский брак/женат/замужем,Да,14
Мужской,48,Гражданский брак/женат/замужем,Нет,60
Мужской,48,Разведен,Да,3
Мужской,48,Разведен,Нет,6
Мужской,48,Холост,Да,3
Мужской,48,Холост,Нет,23
Мужской,49,Вдова/вдовец,Да,1
Мужской,49,Вдова/вдовец,Нет,2
Мужской,49,Гражданский брак/женат/замужем,Да,25
Мужской,49,Гражданский брак/женат/замужем,Нет,60
Мужской,49,Гражданский брак/женат/замужем,Пропуск поля,7
Мужской,49,Разведен,Да,2
Мужской,49,Разведен,Нет,17
Мужской,49,Разведен,Пропуск поля,1
Мужской,49,Холост,Да,1
Мужской,49,Холост,Нет,22
Мужской,50,Вдова/вдовец,Нет,5
Мужской,50,Гражданский брак/женат/замужем,Да,14
Мужской,50,Гражданский брак/женат/замужем,Нет,71
Мужской,50,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,50,Разведен,Да,1
Мужской,50,Разведен,Нет,16
Мужской,50,Разведен,Пропуск поля,1
Мужской,50,Холост,Да,2
Мужской,50,Холост,Нет,17
Мужской,50,Холост,Пропуск поля,1
Мужской,51,Вдова/вдовец,Нет,3
Мужской,51,Гражданский брак/женат/замужем,Да,13
Мужской,51,Гражданский брак/женат/замужем,Нет,89
Мужской,51,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,51,Разведен,Да,2
Мужской,51,Разведен,Нет,18
Мужской,51,Разведен,Пропуск поля,1
Мужской,51,Холост,Да,2
Мужской,51,Холост,Нет,22
Мужской,52,Вдова/вдовец,Да,1
Мужской,52,Вдова/вдовец,Нет,5
Мужской,52,Гражданский брак/женат/замужем,Да,18
Мужской,52,Гражданский брак/женат/замужем,Нет,65
Мужской,52,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,52,Разведен,Да,2
Мужской,52,Разведен,Нет,16
Мужской,52,Холост,Да,3
Мужской,52,Холост,Нет,14
Мужской,53,Вдова/вдовец,Нет,3
Мужской,53,Вдова/вдовец,Пропуск поля,1
Мужской,53,Гражданский брак/женат/замужем,Да,14
Мужской,53,Гражданский брак/женат/замужем,Нет,88
Мужской,53,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,53,Разведен,Нет,12
Мужской,53,Холост,Да,1
Мужской,53,Холост,Нет,21
Мужской,53,Холост,Пропуск поля,2
Мужской,54,Вдова/вдовец,Нет,6
Мужской,54,Гражданский брак/женат/замужем,Да,14
Мужской,54,Гражданский брак/женат/замужем,Нет,89
Мужской,54,Гражданский брак/женат/замужем,Пропуск поля,4
Мужской,54,Разведен,Нет,10
Мужской,54,Холост,Да,1
Мужской,54,Холост,Нет,15
Мужской,54,Холост,Пропуск поля,1
Мужской,55,Вдова/вдовец,Нет,7
Мужской,55,Гражданский брак/женат/замужем,Да,7
Мужской,55,Гражданский брак/женат/замужем,Нет,78
Мужской,55,Гражданский брак/женат/замужем,Пропуск поля,6
Мужской,55,Разведен,Да,1
Мужской,55,Разведен,Нет,11
Мужской,55,Разведен,Пропуск поля,3
Мужской,55,Холост,Нет,12
Мужской,55,Холост,Пропуск поля,1
Мужской,56,Вдова/вдовец,Нет,4
Мужской,56,Вдова/вдовец,Пропуск поля,1
Мужской,56,Гражданский брак/женат/замужем,Да,8
Мужской,56,Гражданский брак/женат/замужем,Нет,86
Мужской,56,Гражданский брак/женат/замужем,Пропуск поля,4
Мужской,56,Разведен,Нет,13
Мужской,56,Разведен,Пропуск поля,2
Мужской,56,Холост,Нет,18
Мужской,57,Вдова/вдовец,Да,1
Мужской,57,Вдова/вдовец,Нет,5
Мужской,57,Гражданский брак/женат/замужем,Да,3
Мужской,57,Гражданский брак/женат/замужем,Нет,65
Мужской,57,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,57,Разведен,Нет,14
Мужской,57,Холост,Да,1
Мужской,57,Холост,Нет,19
Мужской,57,Холост,Пропуск поля,1
Мужской,58,Вдова/вдовец,Да,2
Мужской,58,Вдова/вдовец,Нет,11
Мужской,58,Гражданский брак/женат/замужем,Да,5
Мужской,58,Гражданский брак/женат/замужем,Нет,67
Мужской,58,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,58,Разведен,Нет,15
Мужской,58,Холост,Да,1
Мужской,58,Холост,Нет,8
Мужской,59,Вдова/вдовец,Нет,5
Мужской,59,Гражданский брак/женат/замужем,Да,1
Мужской,59,Гражданский брак/женат/замужем,Нет,51
Мужской,59,Разведен,Да,1
Мужской,59,Разведен,Нет,10
Мужской,59,Холост,Нет,13
Мужской,59,Холост,Пропуск поля,1
Мужской,60,Вдова/вдовец,Да,1
Мужской,60,Вдова/вдовец,Нет,13
Мужской,60,Гражданский брак/женат/замужем,Да,2
Мужской,60,Гражданский брак/женат/замужем,Нет,66
Мужской,60,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,60,Разведен,Нет,12
Мужской,60,Холост,Нет,10
Мужской,60,Холост,Пропуск поля,1
Мужской,61,Вдова/вдовец,Нет,8
Мужской,61,Вдова/вдовец,Пропуск поля,1
Мужской,61,Гражданский брак/женат/замужем,Да,3
Мужской,61,Гражданский брак/женат/замужем,Нет,60
Мужской,61,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,61,Разведен,Нет,8
Мужской,61,Холост,Нет,13
Мужской,61,Холост,Пропуск поля,1
Мужской,62,Вдова/вдовец,Нет,13
Мужской,62,Вдова/вдовец,Пропуск поля,1
Мужской,62,Гражданский брак/женат/замужем,Да,1
Мужской,62,Гражданский брак/женат/замужем,Нет,43
Мужской,62,Гражданский брак/женат/замужем,Пропуск поля,3
Мужской,62,Разведен,Нет,2
Мужской,62,Холост,Нет,8
Мужской,63,Вдова/вдовец,Да,1
Мужской,63,Вдова/вдовец,Нет,4
Мужской,63,Вдова/вдовец,Пропуск поля,2
Мужской,63,Гражданский брак/женат/замужем,Да,1
Мужской,63,Гражданский брак/женат/замужем,Нет,53
Мужской,63,Гражданский брак/женат/замужем,Пропуск поля,4
Мужской,63,Разведен,Да,1
Мужской,63,Разведен,Нет,3
Мужской,63,Холост,Нет,9
Мужской,64,Вдова/вдовец,Да,1
Мужской,64,Вдова/вдовец,Нет,9
Мужской,64,Вдова/вдовец,Пропуск поля,1
Мужской,64,Гражданский брак/женат/замужем,Да,1
Мужской,64,Гражданский брак/женат/замужем,Нет,35
Мужской,64,Гражданский брак/женат/замужем,Пропуск поля,2
Мужской,64,Холост,Нет,12
Мужской,65,Вдова/вдовец,Нет,8
Мужской,65,Гражданский брак/женат/замужем,Нет,29
Мужской,65,Разведен,Да,1
Мужской,65,Разведен,Нет,1
Мужской,65,Холост,Нет,4
Мужской,66,Вдова/вдовец,Нет,5
Мужской,66,Гражданский брак/женат/замужем,Да,2
Мужской,66,Гражданский брак/женат/замужем,Нет,25
Мужской,66,Гражданский брак/женат/замужем,Пропуск поля,1
Мужской,66,Холост,Нет,8
Мужской,67,Вдова/вдовец,Нет,4
Мужской,67,Гражданский брак/женат/замужем,Нет,13
Мужской,67,Разведен,Нет,1
Мужской,67,Холост,Нет,4
Мужской,68,Вдова/вдовец,Нет,3
Мужской,68,Гражданский брак/женат/замужем,Нет,3
Мужской,68,Разведен,Нет,1
Мужской,68,Холост,Нет,2
Мужской,69,Гражданский брак/женат/замужем,Нет,2
Мужской,69,Разведен,Нет,1
Мужской,69,Холост,Нет,1
Мужской,70,Гражданский брак/женат/замужем,Нет,4
Мужской,72,Гражданский брак/женат/замужем,Нет,1
Мужской,73,Разведен,Нет,1
Мужской,74,Холост,Нет,1
Мужской,75,Холост,Нет,1
